Id,ActivityDate,TotalSteps,TrackerKM,VeryActiveKM,ModerateActiveKM,LiteActiveKM,VeryActiveHR,ModerateActiveHR,LiteActiveHR,SedentaryHR,Calories,dayOfWeek
2873212765,2016-05-12,7566,5.11,0,0,5.11,0,0,4.47,12,1431,Thursday 
3372868164,2016-04-12,4747,3.24,0,0,3.23,0,0,4.67,19.33,1788,Tuesday  
3372868164,2016-04-13,9715,6.63,0.99,0.34,5.27,0.27,0.13,6.18,17.42,2093,Wednesday
3372868164,2016-04-14,8844,6.03,0.34,1.03,4.65,0.1,0.42,6.17,17.32,2065,Thursday 
3372868164,2016-04-15,7451,5.08,0,0,5.06,0,0,5.58,18.42,1908,Friday   
3372868164,2016-04-16,6905,4.73,0,0,4.7,0,0,5.93,18.07,1908,Saturday 
3372868164,2016-04-17,8199,5.88,1.41,0.1,4.36,0.18,0.03,5.37,18.42,1964,Sunday   
3372868164,2016-04-18,6798,4.64,1.08,0.2,3.35,0.33,0.12,5.72,17.83,2014,Monday   
3372868164,2016-04-19,7711,5.26,0,0,5.24,0,0,6.27,17.73,1985,Tuesday  
3372868164,2016-04-20,4880,3.33,0.84,0.09,2.38,0.25,0.05,4.57,19.13,1867,Wednesday
3372868164,2016-04-21,8857,6.07,1.15,0.26,4.64,0.3,0.15,6.27,17.28,2124,Thursday 
3372868164,2016-04-22,3843,2.62,0,0,2.61,0,0,3.43,20.57,1669,Friday   
3372868164,2016-04-23,7396,5.07,1.4,0.08,3.58,0.33,0.03,5.05,18.58,1995,Saturday 
3372868164,2016-04-24,6731,4.59,0.89,0.19,3.49,0.23,0.12,4.87,18.78,1921,Sunday   
3372868164,2016-04-25,5995,4.09,0,0,4.09,0,0,6.93,17.07,2010,Monday   
3372868164,2016-04-26,8283,5.79,1.85,0.05,3.87,0.37,0.03,5.55,18.05,2057,Tuesday  
3372868164,2016-04-27,7904,5.42,1.58,0.63,3.19,0.4,0.22,5.77,17.62,2095,Wednesday
3372868164,2016-04-28,5512,3.76,0,0,3.76,0,0,6.42,17.58,1972,Thursday 
3372868164,2016-04-29,9135,6.23,0,0,6.22,0,0,6.7,17.3,2044,Friday   
3372868164,2016-04-30,5250,3.58,1.06,0.09,2.42,0.28,0.07,5,18.65,1946,Saturday 
3372868164,2016-05-01,3077,2.1,0,0,2.09,0,0,2.87,14.03,1237,Sunday   
3977333714,2016-04-12,8856,5.98,3.06,0.91,2.01,0.73,0.32,2.18,12.95,1450,Tuesday  
3977333714,2016-04-13,10035,6.71,2.03,2.13,2.55,0.52,0.77,2.55,12.57,1495,Wednesday
3977333714,2016-04-14,7641,5.11,0.32,0.97,3.82,0.08,0.38,3.57,13.35,1433,Thursday 
3977333714,2016-04-15,9010,6.06,1.05,1.75,3.26,0.25,0.7,3.05,10.73,1468,Friday   
3977333714,2016-04-16,13459,9,2.03,4,2.97,0.52,1.38,2.55,11.05,1625,Saturday 
3977333714,2016-04-17,10415,6.97,0.7,2.35,3.92,0.18,0.97,3.42,10,1529,Sunday   
3977333714,2016-04-18,11663,7.8,0.25,3.73,3.82,0.07,1.58,3.57,10.08,1584,Monday   
3977333714,2016-04-19,12414,8.78,2.24,2.45,3.96,0.32,1.12,3.68,12.3,1638,Tuesday  
3977333714,2016-04-20,11658,7.83,0.2,4.35,3.28,0.03,1.63,2.73,14.08,1554,Wednesday
3977333714,2016-04-21,6093,4.08,0,0,4.06,0,0,4.03,11.87,1397,Thursday 
3977333714,2016-04-22,8911,5.96,2.33,0.58,3.06,0.55,0.2,3.13,12.18,1481,Friday   
3977333714,2016-04-23,12058,8.07,0,4.22,3.85,0,1.53,4.2,12.07,1638,Saturday 
3977333714,2016-04-24,14112,10,3.27,4.56,2.17,0.5,1.58,2.15,11,1655,Sunday   
3977333714,2016-04-25,11177,8.48,5.62,0.43,2.41,0.83,0.15,2.22,13.02,1570,Monday   
3977333714,2016-04-26,11388,7.62,0.45,4.22,2.95,0.12,1.58,2.83,13.28,1551,Tuesday  
3977333714,2016-04-27,7193,5.04,0,0.42,4.62,0,0.17,2.93,11.9,1377,Wednesday
3977333714,2016-04-28,7114,4.88,1.37,0.29,3.22,0.25,0.13,3.17,13.4,1407,Thursday 
3977333714,2016-04-29,10645,7.75,3.74,1.3,2.71,0.6,0.53,2.5,12.4,1545,Friday   
3977333714,2016-04-30,13238,9.2,3.69,2.1,3.41,0.72,0.87,3.23,11.45,1650,Saturday 
3977333714,2016-05-01,10414,7.07,2.67,1.98,2.41,0.68,0.67,2.07,11.52,1501,Sunday   
3977333714,2016-05-02,16520,11.05,1.54,6.48,3.02,0.4,2.38,2.93,11.88,1760,Monday   
3977333714,2016-05-03,14335,9.59,3.32,1.74,4.53,0.78,0.68,4.3,9.9,1710,Tuesday  
3977333714,2016-05-04,13559,9.44,1.81,4.58,2.89,0.23,1.6,2.37,14.2,1628,Wednesday
3977333714,2016-05-05,12312,8.58,1.76,4.11,2.71,0.23,1.47,2.97,11.33,1618,Thursday 
3977333714,2016-05-06,11677,8.28,3.11,2.51,2.67,0.48,0.92,2.8,11.27,1590,Friday   
3977333714,2016-05-07,11550,7.73,0,4.13,3.59,0,1.43,3.47,11.72,1574,Saturday 
3977333714,2016-05-08,13585,9.09,0.68,5.24,3.17,0.15,1.93,2.85,11.47,1633,Sunday   
3977333714,2016-05-09,14687,10.08,0.77,5.6,3.55,0.13,2.03,2.52,19.32,1667,Monday   
3977333714,2016-05-10,13072,8.78,0.07,5.4,3.31,0.02,1.92,3.27,11.27,1630,Tuesday  
4020332650,2016-04-12,8539,6.12,0.15,0.24,5.68,0.07,0.25,5.52,11.87,3654,Tuesday  
4020332650,2016-04-14,108,0.08,0,0,0.03,0,0,0.05,23.95,2011,Thursday 
4020332650,2016-04-15,1882,1.35,0.21,0.36,0.77,0.6,0.3,1.45,21.65,2951,Friday   
4020332650,2016-04-16,1982,1.42,0.45,0.37,0.59,1.08,0.35,0.92,20.37,3051,Saturday 
4020332650,2016-05-02,475,0.34,0,0.04,0.29,0,0.18,0.52,22.5,2207,Monday   
4020332650,2016-05-03,4496,3.22,0,0,3.15,0,0,2.9,15.83,2828,Tuesday  
4020332650,2016-05-04,10252,7.35,0.67,1.04,5.58,0.22,0.77,5.77,8.85,3879,Wednesday
4020332650,2016-05-05,11728,8.43,2.62,1.68,4.04,0.63,0.7,3.27,15.27,3429,Thursday 
4020332650,2016-05-06,4369,3.13,0,0,3.1,0,0,2.95,14.25,2704,Friday   
4020332650,2016-05-07,6132,4.4,0,0,3.58,0,0,3.07,20.93,2975,Saturday 
4020332650,2016-05-08,5862,4.2,0,0,4.15,0,0,4.38,12.92,3089,Sunday   
4020332650,2016-05-09,4556,3.27,0.2,0.12,2.94,0.05,0.08,2.88,20.42,2785,Monday   
4020332650,2016-05-10,5546,3.98,0,0,3.87,0,0,3.43,12.9,2926,Tuesday  
4020332650,2016-05-11,3689,2.65,0.11,0.17,2.33,0.03,0.13,2.23,21.6,2645,Wednesday
4020332650,2016-05-12,590,0.42,0,0,0.41,0,0,0.35,12.02,1120,Thursday 
4057192912,2016-04-12,5394,4.03,0,0,3.94,0,0,2.73,21.27,2286,Tuesday  
4057192912,2016-04-13,5974,4.47,0,0,4.37,0,0,2.67,21.33,2306,Wednesday
4057192912,2016-04-15,3984,2.95,0.21,0.26,2.44,0.05,0.1,1.47,14.55,1527,Friday   
4319703577,2016-04-13,8204,5.5,0.53,0.59,1.31,0.13,0.25,1.6,20.57,2135,Wednesday
4319703577,2016-04-14,10210,6.88,0.11,0.33,6.44,0.02,0.15,5.65,9.82,2302,Thursday 
4319703577,2016-04-15,5664,3.8,0,0,3.8,0,0,3.8,12.53,1985,Friday   
4319703577,2016-04-16,4744,3.18,0,0,3.18,0,0,3.23,12.07,1884,Saturday 
4319703577,2016-04-18,2276,1.55,0.07,0.33,1.12,0.02,0.15,0.97,13.73,1632,Monday   
4319703577,2016-04-19,8925,5.99,0,0,5.99,0,0,5.18,10.07,2200,Tuesday  
4319703577,2016-04-20,8954,6.01,0,0.68,5.31,0,0.3,5.1,11.18,2220,Wednesday
4319703577,2016-04-21,3702,2.48,0,0,0.35,0,0,0.57,21.08,1792,Thursday 
4319703577,2016-04-22,4500,3.02,0.06,0.81,2.15,0.02,0.32,2.93,11.82,1886,Friday   
4319703577,2016-04-23,4935,3.31,0,0,3.31,0,0,3.88,9.1,1945,Saturday 
4319703577,2016-04-24,4081,2.74,0.06,0.2,2.47,0.02,0.08,3.18,11.53,1880,Sunday   
4319703577,2016-04-25,9259,6.21,0,0.28,5.93,0,0.13,6.5,9.07,2314,Monday   
4319703577,2016-04-26,9899,6.64,0.57,0.92,5.15,0.13,0.35,4.8,10.82,2236,Tuesday  
4319703577,2016-04-27,10780,7.23,0.41,1.92,4.91,0.1,0.78,5,11.33,2324,Wednesday
4319703577,2016-04-28,10817,7.28,1.01,0.33,5.94,0.22,0.13,5.98,9.2,2367,Thursday 
4319703577,2016-04-29,7990,5.36,0.45,0.79,4.12,0.1,0.3,4.82,10.4,2175,Friday   
4319703577,2016-04-30,8221,5.52,0.4,1.61,3.51,0.1,0.63,3.27,11.58,2092,Saturday 
4319703577,2016-05-01,1251,0.84,0,0,0.84,0,0,1.12,13.93,1593,Sunday   
4319703577,2016-05-02,9261,6.24,0,0.44,5.71,0,0.18,5.73,9.75,2270,Monday   
4319703577,2016-05-03,9648,6.47,0.58,1.07,4.83,0.13,0.43,4.78,11.15,2235,Tuesday  
4319703577,2016-05-04,10429,7.02,0.59,0.58,5.85,0.13,0.22,5.22,18.43,2282,Wednesday
4319703577,2016-05-05,13658,9.49,2.63,1.41,5.45,0.45,0.57,5.47,15.95,2530,Thursday 
4319703577,2016-05-06,9524,6.42,0.41,0.47,5.46,0.1,0.18,5.23,11.53,2266,Friday   
4319703577,2016-05-07,7937,5.33,0.19,1.05,4.08,0.05,0.47,4.65,9.77,2158,Saturday 
4319703577,2016-05-08,3672,2.46,0,0,2.46,0,0,2.55,10.05,1792,Sunday   
4319703577,2016-05-09,10378,6.96,0.14,0.56,6.25,0.03,0.23,6.23,8.17,2345,Monday   
4319703577,2016-05-10,9487,6.37,0.21,0.46,5.7,0.05,0.2,5.48,9.25,2260,Tuesday  
4319703577,2016-05-11,9129,6.13,0.2,0.74,5.18,0.05,0.3,5.18,9.57,2232,Wednesday
4388161847,2016-04-13,10993,8.45,0.06,0.63,3.88,0.02,0.23,2.5,21.25,3092,Wednesday
4388161847,2016-04-14,8863,6.82,0.13,1.07,5.62,0.17,0.58,3.65,15.75,2998,Thursday 
4388161847,2016-04-15,8758,6.73,0,0,6.73,0,0,4.98,13.95,3066,Friday   
4388161847,2016-04-16,6580,5.06,0.21,0.4,4.45,0.1,0.15,4.22,10.15,3073,Saturday 
4388161847,2016-04-17,4660,3.58,0,0,3.58,0,0,3.35,12.02,2572,Sunday   
4388161847,2016-04-18,11009,9.1,3.56,0.4,5.14,0.45,0.13,3.98,16.95,3274,Monday   
4388161847,2016-04-19,10181,7.83,1.37,0.69,5.77,0.33,0.27,4.15,11.73,3015,Tuesday  
4388161847,2016-04-20,10553,8.12,1.1,1.72,5.29,0.32,0.7,3.8,11.6,3083,Wednesday
4388161847,2016-04-21,10055,7.73,0.37,0.39,6.98,0.12,0.2,4.53,14.22,3069,Thursday 
4388161847,2016-04-22,12139,9.34,3.3,1.11,4.92,1.28,0.42,3.67,15.75,3544,Friday   
4388161847,2016-04-23,13236,10.18,4.5,0.32,5.35,0.97,0.08,3.58,12.48,3306,Saturday 
4388161847,2016-04-24,10243,7.88,1.08,0.51,6.3,0.23,0.13,3.98,9.73,2885,Sunday   
4388161847,2016-04-25,12961,9.97,0.73,1.4,7.84,0.18,0.52,5.02,17.57,3288,Monday   
4388161847,2016-04-26,9461,7.28,0.94,1.06,5.27,0.23,0.38,3.73,11.22,2929,Tuesday  
4388161847,2016-04-27,11193,8.61,0.7,2.51,5.39,0.18,0.8,4.02,11.4,3074,Wednesday
4388161847,2016-04-28,10074,7.75,1.29,0.43,6.03,0.32,0.15,3.9,14.63,2969,Thursday 
4388161847,2016-04-29,9232,7.1,0.8,0.89,5.42,0.22,0.27,3.93,19.58,2979,Friday   
4388161847,2016-04-30,12533,9.64,0.7,2,6.94,0.23,0.72,5,8.95,3283,Saturday 
4388161847,2016-05-01,10255,7.89,1.01,0.68,6.2,0.2,0.25,4.02,9.65,2926,Sunday   
4388161847,2016-05-02,10096,8.4,3.77,0.08,4.55,0.55,0.07,3.4,15.58,3147,Monday   
4388161847,2016-05-03,12727,9.79,1.13,0.78,7.88,0.3,0.3,5.1,16.4,3290,Tuesday  
4388161847,2016-05-04,12375,9.52,2.79,0.93,5.8,0.58,0.35,4.18,10.53,3162,Wednesday
4388161847,2016-05-05,9603,7.38,0.63,1.67,5.09,0.2,0.65,3.32,14.93,2899,Thursday 
4388161847,2016-05-06,13175,10.13,2.11,2.09,5.93,0.55,0.75,4.37,18.33,3425,Friday   
4388161847,2016-05-07,22770,17.54,9.45,2.77,5.33,2,0.93,4.33,8.47,4022,Saturday 
4388161847,2016-05-08,17298,14.38,9.89,1.26,3.23,1.78,0.63,2.97,9.6,3934,Sunday   
4388161847,2016-05-09,10218,7.86,0.34,0.73,6.79,0.1,0.32,4.3,17,3013,Monday   
4388161847,2016-05-10,10299,7.92,0.81,0.65,6.46,0.22,0.23,4.45,10.8,3061,Tuesday  
4388161847,2016-05-11,10201,7.84,0.53,0.79,6.53,0.13,0.3,4.27,14.3,2954,Wednesday
4388161847,2016-05-12,3369,2.59,0,0,2.59,0,0,1.8,13.75,1623,Thursday 
4445114986,2016-04-12,3276,2.2,0,0,2.2,0,0,3.27,13.12,2113,Tuesday  
4445114986,2016-04-13,2961,1.99,0,0,1.99,0,0,3.23,14,2095,Wednesday
4445114986,2016-04-14,3974,2.67,0,0,2.67,0,0,3.85,11.95,2194,Thursday 
4445114986,2016-04-15,7198,4.83,0,0,4.83,0,0,5.83,11.85,2496,Friday   
4445114986,2016-04-16,3945,2.65,0,0,2.65,0,0,3.75,11.93,2180,Saturday 
4445114986,2016-04-17,2268,1.52,0,0,1.52,0,0,1.9,20.32,1933,Sunday   
4445114986,2016-04-18,6155,4.24,2,0.29,1.95,0.42,0.1,2.7,20.78,2248,Monday   
4445114986,2016-04-19,2064,1.39,0,0,1.39,0,0,2.02,14.92,1954,Tuesday  
4445114986,2016-04-20,2072,1.39,0,0,1.39,0,0,2.28,14.02,1974,Wednesday
4445114986,2016-04-21,3809,2.56,0,0,2.54,0,0,3.58,12.6,2150,Thursday 
4445114986,2016-04-22,6831,4.58,0,0,4.58,0,0,5.28,11.77,2432,Friday   
4445114986,2016-04-23,4363,2.93,0,0,2.93,0,0,3.35,20.65,2149,Saturday 
4445114986,2016-04-24,5002,3.36,0,0,3.36,0,0,4.07,19.93,2247,Sunday   
4445114986,2016-04-25,3385,2.27,0,0,2.27,0,0,2.98,15.27,2070,Monday   
4445114986,2016-04-26,6326,4.41,2.41,0.04,1.96,0.48,0.02,3,13.98,2291,Tuesday  
4445114986,2016-04-27,7243,5.03,2.62,0.03,2.38,0.53,0.02,3.23,13.98,2361,Wednesday
4445114986,2016-04-28,4493,3.01,0,0,3.01,0,0,3.93,12.7,2203,Thursday 
4445114986,2016-04-29,4676,3.14,0,0,3.13,0,0,3.77,18.43,2196,Friday   
4445114986,2016-04-30,6222,4.18,0,0,4.18,0,0,4.83,13.28,2363,Saturday 
4445114986,2016-05-01,5232,3.51,0,0,3.51,0,0,4,12.35,2246,Sunday   
4445114986,2016-05-02,6910,4.75,2.21,0.19,2.35,0.45,0.07,3.33,11.12,2336,Monday   
4445114986,2016-05-03,7502,5.18,2.48,0.11,2.58,0.5,0.03,3.88,12.08,2421,Tuesday  
4445114986,2016-05-04,2923,1.96,0,0,1.96,0,0,3,14.95,2070,Wednesday
4445114986,2016-05-05,3800,2.55,0.12,0.24,2.18,0.03,0.1,3.08,12.23,2120,Thursday 
4445114986,2016-05-06,4514,3.03,0,0,3.03,0,0,3.82,13.48,2211,Friday   
4445114986,2016-05-07,5183,3.59,2.13,0.19,1.25,0.43,0.07,1.8,14.43,2123,Saturday 
4445114986,2016-05-08,7303,4.9,0,0.25,4.65,0,0.13,5.13,12.22,2423,Sunday   
4445114986,2016-05-09,5275,3.54,0,0,3.54,0,0,4.43,10.68,2281,Monday   
4445114986,2016-05-10,3915,2.63,0,0,2.63,0,0,3.85,13.05,2181,Tuesday  
4445114986,2016-05-11,9105,6.11,2.25,1,2.86,0.57,0.37,3.87,10.37,2499,Wednesday
4445114986,2016-05-12,768,0.52,0,0,0.52,0,0,0.97,6.33,1212,Thursday 
4558609924,2016-04-12,5135,3.39,0,0,3.39,0,0,5.3,18.7,1909,Tuesday  
4558609924,2016-04-13,4978,3.29,1.24,0.44,1.61,0.32,0.12,2.12,21.45,1722,Wednesday
4558609924,2016-04-14,6799,4.49,0,0,4.49,0,0,4.65,19.35,1922,Thursday 
4558609924,2016-04-15,7795,5.15,0.59,0.84,3.73,0.28,0.5,4.37,18.85,2121,Friday   
4558609924,2016-04-16,7289,4.82,0.55,0.75,3.5,0.13,0.2,5.13,18.53,1997,Saturday 
4558609924,2016-04-17,9634,6.4,0.55,1.14,4.71,0.12,0.32,5.07,18.5,2117,Sunday   
4558609924,2016-04-18,8940,5.91,0.98,0.93,4,0.23,0.25,5.52,18,2116,Monday   
4558609924,2016-04-19,5401,3.57,0.05,0.36,3.16,0.02,0.15,4.13,19.7,1876,Tuesday  
4558609924,2016-04-20,4803,3.17,0,0,3.17,0,0,3.7,20.3,1788,Wednesday
4558609924,2016-04-21,13743,9.08,0.42,0.97,7.7,0.1,0.35,7.2,14.07,2486,Thursday 
4558609924,2016-04-22,9601,6.35,1.37,1.5,3.47,0.33,0.42,4.55,18.7,2094,Friday   
4558609924,2016-04-23,6890,4.55,0.34,0.2,4.01,0.08,0.08,5.13,18.7,2085,Saturday 
4558609924,2016-04-24,8563,5.66,0,0,5.65,0,0,6.58,17.42,2173,Sunday   
4558609924,2016-04-25,8095,5.35,0.59,0.25,4.51,0.3,0.17,5.67,16.55,2225,Monday   
4558609924,2016-04-26,9148,6.05,0.43,2.03,3.59,0.2,0.68,4.72,17.7,2223,Tuesday  
4558609924,2016-04-27,9557,6.32,1.96,0.89,3.46,0.45,0.23,5.2,18.12,2098,Wednesday
4558609924,2016-04-28,9451,6.25,0.02,0.27,5.95,0.02,0.18,6.12,16.42,2185,Thursday 
4558609924,2016-04-29,7833,5.18,1.02,1.85,2.31,0.25,0.48,3.28,18.27,1918,Friday   
4558609924,2016-04-30,10319,6.82,0.47,1.89,4.46,0.12,0.48,4.88,18.52,2105,Saturday 
4558609924,2016-05-01,3428,2.27,0,0,2.27,0,0,3.17,18.68,1692,Sunday   
4558609924,2016-05-02,7891,5.22,0,0,5.22,0,0,6.38,17.62,2066,Monday   
4558609924,2016-05-03,5267,3.48,0.6,0.28,2.6,0.35,0.17,3.95,19.53,1953,Tuesday  
4558609924,2016-05-04,5232,3.46,0,0,3.46,0,0,4.2,19.8,1842,Wednesday
4558609924,2016-05-05,10611,7.01,1.01,0.5,5.51,0.23,0.13,6.17,17.47,2262,Thursday 
4558609924,2016-05-06,3755,2.48,0,0,2.48,0,0,3.37,20.63,1722,Friday   
4558609924,2016-05-07,8237,5.44,1.61,1,2.83,0.38,0.27,3.88,18.6,1973,Saturday 
4558609924,2016-05-08,6543,4.33,1.8,0.5,2.02,1.1,0.58,3.97,16.98,2666,Sunday   
4558609924,2016-05-09,11451,7.57,0.43,1.62,5.52,0.1,0.5,5.65,17.75,2223,Monday   
4558609924,2016-05-10,6435,4.25,0.74,1.12,2.39,0.18,0.3,3.67,19.85,1889,Tuesday  
4558609924,2016-05-11,9108,6.02,0.26,1.82,3.94,0.07,0.52,5.4,18.02,2131,Wednesday
4558609924,2016-05-12,6307,4.17,0,0,4.17,0,0,4.12,12.27,1452,Thursday 
4702921684,2016-04-12,7213,5.88,0,0,5.85,0,0,4.38,11.97,2947,Tuesday  
4702921684,2016-04-13,6877,5.58,0,0,5.58,0,0,4.3,12.95,2898,Wednesday
4702921684,2016-04-14,7860,6.37,0,0,6.37,0,0,4.52,12.87,2984,Thursday 
4702921684,2016-04-15,6506,5.28,0.07,0.42,4.79,0.02,0.13,4.27,15.73,2896,Friday   
4702921684,2016-04-16,11140,9.03,0.24,1.25,7.54,0.05,0.4,5.58,9.27,3328,Saturday 
4702921684,2016-04-17,12692,10.29,0.96,3.46,5.88,0.2,1.1,5.03,7.28,3394,Sunday   
4702921684,2016-04-18,9105,7.38,1.82,1.49,4.07,0.37,0.5,3.18,14.83,3013,Monday   
4702921684,2016-04-19,6708,5.44,0.88,0.37,4.19,0.17,0.13,2.98,12.62,2812,Tuesday  
4702921684,2016-04-20,8793,7.13,0.16,1.23,5.73,0.03,0.48,4.33,11.95,3061,Wednesday
4702921684,2016-04-21,6530,5.3,0.31,2.05,2.94,0.07,0.68,2.4,15.02,2729,Thursday 
4702921684,2016-04-22,1664,1.35,0,0,1.35,0,0,1.2,22.35,2241,Friday   
4702921684,2016-04-23,15126,12.27,0.76,3.24,8.27,0.15,1.1,6.8,7.82,3691,Saturday 
4702921684,2016-04-24,15050,12.22,1.2,5.12,5.88,0.25,1.58,4.68,9.03,3538,Sunday   
4702921684,2016-04-25,9167,7.43,0.49,0.82,6.11,0.1,0.25,4.5,12.17,3064,Monday   
4702921684,2016-04-26,6108,4.95,0.07,0.35,4.54,0.02,0.13,3.6,12.75,2784,Tuesday  
4702921684,2016-04-27,7047,5.72,0.09,0.8,4.78,0.02,0.27,3.97,12.22,2908,Wednesday
4702921684,2016-04-28,9023,7.32,1.13,0.42,5.77,0.23,0.15,3.87,12.3,3033,Thursday 
4702921684,2016-04-29,9930,8.05,1.06,0.92,6.07,0.2,0.32,4.45,11.53,3165,Friday   
4702921684,2016-04-30,10144,8.23,0.32,2.03,5.88,0.07,0.6,4.38,12.13,3115,Saturday 
4702921684,2016-05-02,7245,5.92,0.38,1.74,3.76,0.08,0.67,3.25,18.85,2859,Monday   
4702921684,2016-05-03,9454,7.67,0,0,7.67,0,0,5.22,12.15,3145,Tuesday  
4702921684,2016-05-04,8161,6.62,0.34,0.73,5.54,0.07,0.25,4.18,12.62,3004,Wednesday
4702921684,2016-05-05,8614,6.99,0.67,0.22,6.09,0.13,0.08,4.02,12.42,3006,Thursday 
4702921684,2016-05-06,6943,5.63,0.08,0.66,4.87,0.02,0.27,3.45,11.37,2859,Friday   
4702921684,2016-05-07,14370,11.65,0.37,2.31,8.97,0.08,0.77,7.32,9.62,3683,Saturday 
4702921684,2016-05-08,12857,10.43,0.68,6.21,3.54,0.15,2.08,3.2,16.98,3287,Sunday   
4702921684,2016-05-09,8232,6.68,0,0.57,6.1,0,0.2,4.22,12.43,2990,Monday   
4702921684,2016-05-10,10613,8.61,0.08,1.88,6.65,0.02,0.62,4.37,11.68,3172,Tuesday  
4702921684,2016-05-11,9810,7.96,0.78,2.16,4.98,0.17,0.68,3.92,13.07,3069,Wednesday
4702921684,2016-05-12,2752,2.23,0,0,2.23,0,0,1.13,4.02,1240,Thursday 
5553957443,2016-04-12,11596,7.57,1.37,0.79,5.41,0.32,0.22,4.62,12.78,2026,Tuesday  
5553957443,2016-04-13,4832,3.16,0,0,3.16,0,0,3.77,10.78,1718,Wednesday
5553957443,2016-04-14,17022,11.12,4,2.45,4.67,1.02,0.68,4.27,11.55,2324,Thursday 
5553957443,2016-04-15,16556,10.86,4.16,1.98,4.71,0.97,0.63,3.98,11.48,2254,Friday   
5553957443,2016-04-16,5771,3.77,0,0,3.77,0,0,4.8,8.68,1831,Saturday 
5553957443,2016-04-17,655,0.43,0,0,0.43,0,0,0.77,15.72,1397,Sunday   
5553957443,2016-04-18,3727,2.43,0,0,2.43,0,0,3.43,10.37,1683,Monday   
5553957443,2016-04-19,15482,10.11,4.28,1.66,4.18,1.15,0.47,4.15,12.6,2284,Tuesday  
5553957443,2016-04-20,2713,1.77,0,0,1.77,0,0,2.47,9.97,1570,Wednesday
5553957443,2016-04-21,12346,8.06,2.95,2.16,2.96,0.78,0.7,2.95,13.35,2066,Thursday 
5553957443,2016-04-22,11682,7.63,1.38,0.63,5.6,0.42,0.27,4.5,13.02,2105,Friday   
5553957443,2016-04-23,4112,2.69,0,0,2.68,0,0,4.53,7.38,1776,Saturday 
5553957443,2016-04-24,1807,1.18,0,0,1.18,0,0,1.73,9.7,1507,Sunday   
5553957443,2016-04-25,10946,7.19,2.93,0.57,3.69,0.85,0.18,3.35,12.2,2033,Monday   
5553957443,2016-04-26,11886,7.76,2.37,0.93,4.46,0.67,0.3,3.97,12.5,2093,Tuesday  
5553957443,2016-04-27,10538,6.88,1.14,1,4.74,0.27,0.27,3.43,12.42,1922,Wednesday
5553957443,2016-04-28,11393,7.63,3.71,0.75,3.17,0.82,0.22,2.75,12.12,1999,Thursday 
5553957443,2016-04-29,12764,8.33,2.79,0.64,4.91,0.77,0.25,4.5,11.82,2169,Friday   
5553957443,2016-04-30,1202,0.78,0,0,0.78,0,0,1.4,8.43,1463,Saturday 
5553957443,2016-05-01,5164,3.37,0,0,3.37,0,0,3.95,7.27,1747,Sunday   
5553957443,2016-05-02,9769,6.38,1.06,0.41,4.9,0.38,0.15,3.78,12.07,1996,Monday   
5553957443,2016-05-03,12848,8.39,1.5,1.2,5.68,0.43,0.48,4.12,13.53,2116,Tuesday  
5553957443,2016-05-04,4249,2.77,0,0,2.77,0,0,3.73,10.85,1698,Wednesday
5553957443,2016-05-05,14331,9.51,3.43,1.66,4.43,0.73,0.48,4.02,11.53,2156,Thursday 
5553957443,2016-05-06,9632,6.29,1.52,0.54,4.23,0.35,0.15,3.82,12.68,1916,Friday   
5553957443,2016-05-07,1868,1.22,0,0,1.22,0,0,1.6,15.03,1494,Saturday 
5553957443,2016-05-08,6083,4,0.22,0.47,3.3,0.05,0.13,3.5,8.42,1762,Sunday   
5553957443,2016-05-09,11611,7.58,2.13,0.89,4.56,0.98,0.37,4.18,11.12,2272,Monday   
5553957443,2016-05-10,16358,10.71,3.87,1.61,5.2,1.02,0.67,4.42,11.78,2335,Tuesday  
5553957443,2016-05-11,4926,3.22,0,0,3.22,0,0,3.25,10.47,1693,Wednesday
5577150313,2016-04-12,8135,6.08,3.6,0.38,2.1,1.43,0.27,2.33,12.13,3405,Tuesday  
5577150313,2016-04-13,5077,3.79,0.32,0.22,3.25,0.25,0.18,2.4,12.93,2551,Wednesday
5577150313,2016-04-14,8596,6.42,3.33,0.31,2.78,1.97,0.5,2.93,11.03,4022,Thursday 
5577150313,2016-04-15,12087,9.08,3.92,1.6,3.56,1.92,0.9,3.32,11.58,4005,Friday   
5577150313,2016-04-16,14269,10.66,6.64,1.28,2.73,3.07,0.93,2.63,7.87,4274,Saturday 
5577150313,2016-04-17,12231,9.14,5.98,0.83,2.32,3.33,0.62,2.65,8.75,4552,Sunday   
5577150313,2016-04-18,9893,7.39,4.86,0.72,1.82,1.9,0.53,2.17,10.38,3625,Monday   
5577150313,2016-04-19,12574,9.42,7.02,0.64,1.76,1.8,0.38,1.85,12.22,3501,Tuesday  
5577150313,2016-04-20,8330,6.22,4.12,0.34,1.76,1.45,0.27,1.88,12.88,3192,Wednesday
5577150313,2016-04-21,10830,8.09,3.65,1.66,2.78,1.83,1.23,2.92,11.17,4018,Thursday 
5577150313,2016-04-22,9172,6.85,2.42,0.79,3.3,1.03,0.5,3.33,13.72,3329,Friday   
5577150313,2016-04-23,7638,5.71,1.21,0.36,4.14,0.4,0.4,3.72,10.45,3152,Saturday 
5577150313,2016-04-24,15764,11.78,7.65,2.15,1.98,3.5,1.08,2.35,7.08,4392,Sunday   
